SubsetIndex,#FeaturesInSubset,R2_Train,RMSE_Train,MAE_Train,MAPE_Train,R2_Val,RMSE_Val,MAE_Val,MAPE_val,FeaturesSubsetList,parameters
56687,4,0.986385488,0.133252592,0.08238691,2.533032109,0.863790938,0.471025178,0.315494546,11.76501546,"BertzCT,Temperature[K],MoRSEV27_3,MolWt",pureQuadratic_exponential
97829,4,0.943165786,0.272257308,0.188860482,6.522025006,0.863684617,0.471208976,0.353694892,12.02878363,"Temperature[K],PBFscore_1,fr_bicyclic,getawayHATSIP2_3",pureQuadratic_exponential
91652,4,0.887943073,0.382290911,0.290266062,9.338480347,0.863625964,0.471310339,0.351168207,11.81951517,"Temperature[K],MATSc25_1,getawayHATSIP2_3,getawayHV1_2",none_squaredexponential
97475,4,0.99386275,0.089466721,0.057652829,1.739574046,0.863591597,0.471369722,0.282969818,10.91436119,"Temperature[K],MolWt,fr_Al_COO,rho_1",none_exponential
96305,4,0.913269009,0.33632703,0.246110682,7.671331173,0.863145462,0.47213992,0.332962968,11.26572367,"Temperature[K],MoRSEu29_1,getawayHATSIP2_3,rho_2",constant_matern52
97512,4,0.966575287,0.208789406,0.139351879,4.771658237,0.863008651,0.472375856,0.316944466,10.90407694,"Temperature[K],MolWt,getawayHATSIP2_3,getawayHATSc13_3",pureQuadratic_rationalquadratic
97513,4,0.993206673,0.094127361,0.053028918,1.703494316,0.862603282,0.47307424,0.309965736,10.12715537,"Temperature[K],MolWt,getawayHATSIP2_3,getawayHATSm8_1",pureQuadratic_rationalquadratic
100384,4,0.88865204,0.381079643,0.283331724,9.30268354,0.862534183,0.473193183,0.35376193,12.12942853,"Temperature[K],getawayHATSIP2_3,getawayHATSc13_3,rho_2",linear_matern32
87295,4,0.995835057,0.073701981,0.0406648,1.235475063,0.86250874,0.473236972,0.338422112,10.59452526,"Temperature[K],FPSA3_1,PBFscore_1,getawayHATSIP2_3",pureQuadratic_rationalquadratic
100400,4,0.999054873,0.035109099,0.020002994,0.644337572,0.861797637,0.474459181,0.335808816,9.990957208,"Temperature[K],getawayHATSIP2_3,getawayHTc_1,getawayREn1_7",pureQuadratic_rationalquadratic
93660,4,0.898107286,0.364540834,0.272664704,10.03401875,0.860832874,0.476112353,0.349122923,11.93300923,"Temperature[K],MoRSEV27_3,getawayHATSIP2_3,rho_2",pureQuadratic_matern32
89315,4,0.979491453,0.163546804,0.114663596,3.548890035,0.860678996,0.476375501,0.339407261,10.17363092,"Temperature[K],MATSEA1_2,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
99464,4,0.978716515,0.166608054,0.11049312,3.629611266,0.860531465,0.476627658,0.325813936,10.23825181,"Temperature[K],VSA_EState8,getawayHATSIP2_3,getawayHm7_3",pureQuadratic_rationalquadratic
56895,4,0.999999702,0.000623396,0.000358402,0.011021473,0.860433058,0.47679578,0.334718794,12.09172135,"BertzCT,Temperature[K],MoRSEu4_7,getawayHATSIP2_3",none_exponential
93030,4,0.959674006,0.229333319,0.161259097,5.088001393,0.860293511,0.477034084,0.34303157,11.44209744,"Temperature[K],MATSm16_6,getawayHATSIP2_3,rho_2",constant_exponential
57227,4,0.999941208,0.00875654,0.004685432,0.140924836,0.859927428,0.477658678,0.316142368,10.40837975,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayHATSV8_2",linear_exponential
57177,4,0.993837188,0.089652849,0.058918931,1.760778686,0.859801465,0.477873401,0.3057299,9.993696929,"BertzCT,Temperature[K],fr_Al_COO,getawayHATSIP2_3",constant_exponential
40751,4,0.999999751,0.00056947,0.000313987,0.010059791,0.859784749,0.477901889,0.297968381,12.10454465,"ATSm6_2,Temperature[K],MolWt,rho_1",none_exponential
57236,4,0.999999629,0.000696013,0.000350749,0.010923039,0.859411355,0.478537795,0.305895276,10.27737806,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayRmaxP7_2",none_exponential
56469,4,0.988856975,0.120552486,0.08062107,2.449633549,0.859259721,0.478795792,0.324603368,10.58832931,"BertzCT,Temperature[K],MATSEA1_2,getawayHATSIP2_3",linear_exponential
56979,4,0.99984787,0.014085803,0.00846307,0.25890311,0.859116486,0.479039372,0.308623088,9.929618407,"BertzCT,Temperature[K],PBFscore_1,getawayHATSIP2_3",constant_exponential
57077,4,0.996017057,0.072073677,0.042975855,1.295249303,0.859063072,0.479130173,0.311201265,9.266320478,"BertzCT,Temperature[K],RDFc17_4,getawayHATSIP2_3",linear_exponential
97538,4,0.928302675,0.305791983,0.221754715,6.880492765,0.858731235,0.479693899,0.341548236,12.35606477,"Temperature[K],MolWt,getawayHATSIP4_3,rho_2",constant_matern32
5259,4,0.915739372,0.33150262,0.246914536,7.624922195,0.858346768,0.480346206,0.345411545,11.6926924,"ATSc11_3,Temperature[K],fr_bicyclic,getawayHATSIP2_3",pureQuadratic_matern52
92769,4,0.991076978,0.107877434,0.069287832,2.100749937,0.857757667,0.48134399,0.343814668,11.47720414,"Temperature[K],MATSm16_6,PBFscore_1,getawayHATSIP2_3",constant_exponential
100120,4,0.883170628,0.390346814,0.294101754,10.21052257,0.857707177,0.481429411,0.360556647,13.30388378,"Temperature[K],fr_bicyclic,getawayHATSIP2_3,rho_2",none_matern52
100359,4,0.980441812,0.159712506,0.110214934,3.575356488,0.857565321,0.481669328,0.364725483,11.82003309,"Temperature[K],getawayHATSIP2_3,getawayHATSIP4_3,rho_2",none_exponential
92757,4,0.903895157,0.354035861,0.263509063,8.259708905,0.857359643,0.482016972,0.343105129,12.98796993,"Temperature[K],MATSm16_6,MolWt,rho_2",constant_rationalquadratic
100372,4,0.909867891,0.342858077,0.253975647,8.366395277,0.85663623,0.483237721,0.360524734,11.63175289,"Temperature[K],getawayHATSIP2_3,getawayHATSV8_2,rho_2",pureQuadratic_matern32
2359,4,0.994443149,0.085131245,0.056831395,1.867510174,0.856452358,0.483547511,0.331420266,14.32355325,"ATSc11_3,BertzCT,Temperature[K],MoRSEV27_3",none_exponential
93649,4,0.92457552,0.313639519,0.21954861,7.379824177,0.85617901,0.484007686,0.344848899,10.91959196,"Temperature[K],MoRSEV27_3,getawayHATSIP2_3,getawayHATSm8_1",pureQuadratic_rationalquadratic
88458,4,0.995727223,0.074649984,0.047871177,1.491568385,0.855954564,0.484385208,0.269058923,8.794271706,"Temperature[K],Ipc,getawayHATSIP2_3,rho_1",linear_exponential
98491,4,0.999999709,0.00061607,0.000322356,0.010435402,0.855870515,0.484526505,0.332369581,10.66294955,"Temperature[K],PNSA3_1,getawayHATSIP2_3,getawayHV1_2",none_exponential
95046,4,0.999999497,0.00081034,0.000438493,0.013316021,0.855816509,0.484617272,0.303438123,11.50785322,"Temperature[K],MoRSEm7_7,MolWt,PNSA3_1",constant_exponential
100409,4,0.995624933,0.07553826,0.044913394,1.479647708,0.854750276,0.486405837,0.336576562,10.10007692,"Temperature[K],getawayHATSIP2_3,getawayHV1_2,getawayREn1_7",pureQuadratic_rationalquadratic
95066,4,0.999292203,0.03038288,0.019301861,0.58713417,0.85465393,0.486567131,0.306736735,9.407253179,"Temperature[K],MoRSEm7_7,MolWt,getawayREn1_7",none_exponential
100109,4,0.948692402,0.258681554,0.182759408,5.478610016,0.853908789,0.487812771,0.355324016,12.14573425,"Temperature[K],fr_bicyclic,getawayHATSIP2_3,getawayHATSm8_1",pureQuadratic_exponential
100354,4,0.999999711,0.000614279,0.000340991,0.011328204,0.853738758,0.488096562,0.363391217,10.61584346,"Temperature[K],getawayHATSIP2_3,getawayHATSIP4_3,getawayREn1_7",constant_exponential
97492,4,0.989328487,0.117974357,0.074807433,2.307272543,0.853351064,0.488743032,0.293448938,12.63173846,"Temperature[K],MolWt,fr_bicyclic,rho_1",linear_exponential
57230,4,0.999999707,0.000618244,0.000330297,0.011087955,0.853301252,0.488826031,0.336208635,10.92992548,"BertzCT,Temperature[K],getawayHATSIP2_3,getawayHTc_1",pureQuadratic_exponential
72132,4,0.969812277,0.198421988,0.129729866,4.583568979,0.852186994,0.490678971,0.335429632,12.75057974,"EState_VSA6,Temperature[K],MolWt,getawayHATSIP2_3",pureQuadratic_rationalquadratic
5044,4,0.988249839,0.123793127,0.079645083,2.546025915,0.852113117,0.490801576,0.348512422,12.48020437,"ATSc11_3,Temperature[K],PBFscore_1,getawayHATSIP2_3",none_exponential
100367,4,0.994916268,0.081426536,0.047885137,1.541426961,0.851874906,0.4911967,0.349100413,10.25253767,"Temperature[K],getawayHATSIP2_3,getawayHATSV8_2,getawayREn1_7",pureQuadratic_exponential
97511,4,0.992465454,0.099129558,0.055952115,1.920606063,0.851079432,0.492513867,0.327582852,10.47680081,"Temperature[K],MolWt,getawayHATSIP2_3,getawayHATSV8_2",pureQuadratic_rationalquadratic
95630,4,0.999322587,0.029723599,0.018500295,0.579227634,0.850917046,0.492782318,0.343122362,10.46769518,"Temperature[K],MoRSEu23_7,PNSA3_1,getawayHATSIP2_3",pureQuadratic_exponential
97478,4,0.97368327,0.185263807,0.12454552,4.359301404,0.850557901,0.493375523,0.320250753,12.30609845,"Temperature[K],MolWt,fr_bicyclic,getawayHATSIP2_3",pureQuadratic_rationalquadratic
99831,4,0.886065389,0.385480537,0.290831977,10.50462726,0.850327186,0.493756224,0.359786316,13.00416632,"Temperature[K],c_3,getawayHATSIP2_3,rho_2",constant_squaredexponential
92984,4,0.958546025,0.232518605,0.162598493,4.932314789,0.850079552,0.494164514,0.358545999,12.01239613,"Temperature[K],MATSm16_6,fr_bicyclic,getawayHATSIP2_3",linear_exponential
4765,4,0.977021007,0.173117156,0.116353087,3.832818933,0.849932267,0.494407193,0.350265588,12.2712347,"ATSc11_3,Temperature[K],MoRSEV27_3,getawayHATSIP2_3",none_exponential
100417,4,0.999998581,0.001360491,0.000536114,0.017110376,0.849605496,0.494945185,0.327853745,10.83614082,"Temperature[K],getawayHATSIP2_3,getawayHV3_3,getawayREn1_7",pureQuadratic_rationalquadratic
100430,4,0.985399174,0.137994993,0.093328251,2.912948808,0.849486987,0.495140151,0.333666984,10.28624084,"Temperature[K],getawayHATSIP2_3,getawayHm7_3,getawayREn1_7",none_exponential
98776,4,0.920462438,0.322077773,0.236845841,7.629239317,0.849209077,0.495597059,0.344797992,10.20973271,"Temperature[K],RDFc14_6,getawayHATSIP2_3,rho_2",linear_rationalquadratic
98495,4,0.999995114,0.00252428,0.000961553,0.030235663,0.848649147,0.496516354,0.312573969,9.572558599,"Temperature[K],PNSA3_1,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_rationalquadratic
97514,4,0.999999681,0.000645358,0.00037128,0.011803799,0.848515174,0.496736059,0.339400881,10.40896685,"Temperature[K],MolWt,getawayHATSIP2_3,getawayHTc_1",none_exponential
96299,4,0.970091842,0.197501071,0.131472426,4.002042622,0.848484639,0.496786119,0.351027524,11.6170561,"Temperature[K],MoRSEu29_1,getawayHATSIP2_3,getawayHm7_3",linear_exponential
93025,4,0.997802426,0.053536054,0.031217534,0.960886247,0.847786944,0.497928602,0.346072156,10.87371522,"Temperature[K],MATSm16_6,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
96735,4,0.993500371,0.092070161,0.056696564,1.795276148,0.84731323,0.49870282,0.337471185,11.33970906,"Temperature[K],MoRSEu4_7,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_rationalquadratic
95465,4,0.974560184,0.182151016,0.123685821,3.937043496,0.847192198,0.498900437,0.346939328,11.43490389,"Temperature[K],MoRSEu23_7,MoRSEu29_1,getawayHATSIP2_3",pureQuadratic_rationalquadratic
56722,4,0.999761928,0.017620942,0.008196581,0.25858319,0.847041224,0.499146834,0.329117478,12.32608265,"BertzCT,Temperature[K],MoRSEc2_2,MolWt",linear_exponential
4930,4,0.999999719,0.000605566,0.000343088,0.010590566,0.846335199,0.500297485,0.336800599,12.1301926,"ATSc11_3,Temperature[K],MoRSEu29_1,getawayHATSIP2_3",none_exponential
96142,4,0.979995579,0.161524203,0.09844155,2.998279182,0.845599807,0.50149319,0.344134151,12.01576011,"Temperature[K],MoRSEu29_1,RDFc17_4,getawayHATSIP2_3",linear_exponential
96293,4,0.967799531,0.204930085,0.136206236,4.123401757,0.845068588,0.502355151,0.347752594,11.90295388,"Temperature[K],MoRSEu29_1,getawayHATSIP2_3,getawayHATSc13_3",linear_exponential
57240,4,0.932066143,0.297658133,0.21921652,7.186215937,0.843707517,0.50455692,0.310863798,11.25367574,"BertzCT,Temperature[K],getawayHATSIP2_3,rho_2",constant_matern52
55350,4,0.998361563,0.046226342,0.027244891,0.842125871,0.843147305,0.505460373,0.322070398,11.19068668,"BertzCT,EState_VSA6,Temperature[K],getawayHATSIP2_3",pureQuadratic_exponential
98768,4,0.99723221,0.060081561,0.034509409,1.04968141,0.843109239,0.505521703,0.3541578,12.47190581,"Temperature[K],RDFc14_6,getawayHATSIP2_3,getawayHV3_3",constant_exponential
88945,4,0.966630518,0.208616835,0.142062588,4.334512335,0.842167233,0.507037062,0.356511942,11.59207154,"Temperature[K],MATSEA1_2,MoRSEu29_1,getawayHATSIP2_3",linear_exponential
98488,4,0.980187499,0.160747515,0.101570041,3.157041848,0.842082585,0.507173009,0.358490607,11.95854271,"Temperature[K],PNSA3_1,getawayHATSIP2_3,getawayHATSc13_3",linear_exponential
57005,4,0.991091974,0.107786744,0.0697299,2.123769348,0.842014175,0.507282852,0.333257902,10.83770496,"BertzCT,Temperature[K],PEOE_VSA5,getawayHATSIP2_3",none_exponential
93981,4,0.999999701,0.000624883,0.000345699,0.01147986,0.841625713,0.507906133,0.307155571,13.00806917,"Temperature[K],MoRSEc2_2,MolWt,rho_1",constant_exponential
98500,4,0.96847928,0.202755519,0.135755923,4.349543926,0.841572254,0.507991848,0.343645899,11.91937065,"Temperature[K],PNSA3_1,getawayHATSIP2_3,rho_2",linear_rationalquadratic
99029,4,0.890837409,0.377321486,0.278198625,9.133237128,0.841557891,0.508014874,0.356488308,11.04990109,"Temperature[K],RDFc17_4,getawayHATSIP2_3,rho_2",constant_matern32
97352,4,0.999999337,0.000929861,0.000394881,0.011947312,0.841450082,0.508187679,0.310821821,10.93154899,"Temperature[K],MolWt,RDFc14_6,rho_1",none_exponential
57054,4,0.999999728,0.000595763,0.000322386,0.00994148,0.841210433,0.508571598,0.309040158,10.29323173,"BertzCT,Temperature[K],RDFc14_6,getawayHATSIP2_3",none_exponential
5300,4,0.985170152,0.139073045,0.090029006,2.82269151,0.841002894,0.508903843,0.336062604,11.04337584,"ATSc11_3,Temperature[K],getawayHATSIP2_3,getawayREn1_7",pureQuadratic_rationalquadratic
88053,4,0.875254176,0.403355168,0.303693608,9.753375922,0.840664532,0.509445054,0.376236795,12.9286367,"Temperature[K],Ipc,MoRSEu23_7,getawayHATSIP2_3",none_matern52
99826,4,0.999999579,0.000741198,0.000421823,0.013299148,0.840248071,0.510110398,0.360673972,11.28617517,"Temperature[K],c_3,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
93019,4,0.96230294,0.221731991,0.135486504,4.117093239,0.839829848,0.510777684,0.361190438,10.99927897,"Temperature[K],MATSm16_6,getawayHATSIP2_3,getawayHATSm8_1",linear_exponential
96300,4,0.999999593,0.000728875,0.000405798,0.012444453,0.839702671,0.510980425,0.339740807,11.11361949,"Temperature[K],MoRSEu29_1,getawayHATSIP2_3,getawayREn1_7",linear_exponential
100435,4,0.885200353,0.386941128,0.2921879,9.748252186,0.83936005,0.511526221,0.369215729,12.75797481,"Temperature[K],getawayHATSIP2_3,getawayHm7_3,rho_2",pureQuadratic_matern32
91286,4,0.96093199,0.225727912,0.153253373,4.850574376,0.839274224,0.511662851,0.365317432,12.66222933,"Temperature[K],MATSc25_1,MoRSEu29_1,getawayHATSIP2_3",linear_exponential
99024,4,0.984715209,0.141190139,0.091953562,2.912799476,0.838477785,0.512928997,0.344606522,10.15582037,"Temperature[K],RDFc17_4,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
87211,4,0.999999743,0.000579476,0.000337874,0.010145812,0.838120558,0.513495888,0.362645771,12.88820582,"Temperature[K],FPSA3_1,MoRSEu4_7,getawayHATSIP2_3",linear_exponential
100437,4,0.999999763,0.000556102,0.00034524,0.011137775,0.837963594,0.513744779,0.379210228,11.10996932,"Temperature[K],getawayHATSIP2_3,getawayREn1_7,k3_2",pureQuadratic_exponential
90915,4,0.998602997,0.042684811,0.024117595,0.773553694,0.837660404,0.514225194,0.3537523,10.61194415,"Temperature[K],MATSP15_4,getawayHATSIP2_3,getawayREn1_7",pureQuadratic_exponential
93755,4,0.900633933,0.359992679,0.26587442,8.448536995,0.837079634,0.515144195,0.363333509,12.4185785,"Temperature[K],MoRSEV27_3,getawayREn1_7,rho_2",constant_matern52
93387,4,0.909462674,0.343627924,0.25509247,8.108468989,0.836442829,0.516149981,0.340704719,13.80373673,"Temperature[K],MoRSEV27_3,MolWt,rho_2",constant_matern32
98490,4,0.99999975,0.000570548,0.000290387,0.009571301,0.835083188,0.518290903,0.342379106,11.03601025,"Temperature[K],PNSA3_1,getawayHATSIP2_3,getawayHTc_1",none_exponential
97665,4,0.998630629,0.042260555,0.024292222,0.760111652,0.834646113,0.518977256,0.34983396,11.08717642,"Temperature[K],PBFscore_1,PNSA3_1,getawayHATSIP2_3",none_exponential
88447,4,0.872356987,0.408012192,0.303524728,9.665544873,0.833915489,0.520122555,0.389714245,14.00209052,"Temperature[K],Ipc,getawayHATSIP2_3,getawayHATSc13_3",none_matern32
