smiles,group,sub_name
CC1(C)C2CCC1(C)C(OC=O)C2,training,=O
CC(=O)OCc1ccccc1,test,-C(=O)CH3
CC(C)CCC(=O)O,valid,-C(=O)O
CCOC(=O)C(CC)C(=O)OCC,training,-OEt
CCOC(=O)C(CC)C(=O)OCC,training,-OEt
CCOC(=O)C(CC)C(=O)OCC,training,=O
CCOC(=O)C(CC)C(=O)OCC,training,=O
CC1CCC(C(C)C)C(OC=O)C1,training,=O
CCCCCCCCCC=O,training,=O
COC(=O)C=C(C)C(=O)OC,training,-C(=O)OMe
COC(=O)C=C(C)C(=O)OC,training,-C(=O)OMe
C=CC(=O)OCC(CC)CCCC,training,=O
CCCOC(=O)C(=O)OCCC,valid,=O
CCCOC(=O)C(=O)OCCC,valid,=O
C=CCc1ccc(OC)cc1,training,-OMe
CC1=CCC(C(C)(C)O)CC1,valid,-O
COC(=O)c1ccccc1O,training,-C(=O)OMe
COC(=O)c1ccccc1O,training,-O
Cc1cc(C)c(O)c(C)c1,training,-O
CC1CCC(C(C)C)C(O)C1,training,-O
CCc1cccc(O)c1,training,-O
CCOC(=O)C=CC(=O)OCC,test,-OEt
CCOC(=O)C=CC(=O)OCC,test,-OEt
CCOC(=O)C=CC(=O)OCC,test,=O
CCOC(=O)C=CC(=O)OCC,test,=O
C=C(CC(=O)OCC)C(=O)OCC,valid,-OEt
C=C(CC(=O)OCC)C(=O)OCC,valid,-OEt
C=C(CC(=O)OCC)C(=O)OCC,valid,=O
C=C(CC(=O)OCC)C(=O)OCC,valid,=O
CCCCCC(=O)O,training,-C(=O)O
C=CC(C)(CCC=C(C)C)OC(C)=O,training,-C(=O)CH3
CC(C)c1ccccc1O,training,-O
CC(C)(C)c1ccccc1O,training,-tBu
CC(C)(C)c1ccccc1O,training,-O
CCOC(=O)CCC(=O)OCC,training,-OEt
CCOC(=O)CCC(=O)OCC,training,-OEt
CCOC(=O)CCC(=O)OCC,training,=O
CCOC(=O)CCC(=O)OCC,training,=O
CCCOC(=O)c1ccccc1,training,=O
CC(C)(C)C(=O)c1ccccc1,training,-tBu
CC(C)(C)C(=O)c1ccccc1,training,=O
CCCCCCCCCO,training,-O
OCCc1ccccc1,training,-O
CC(C)CCCC(C)CCO,training,-O
C=C(C)C1CC=C(C)C(=O)C1,training,=O
CC(C)CC(=O)c1ccccc1,training,=O
CC(C)c1ccc(C=O)cc1,valid,=O
C=CC(=O)OCCCCCCCC,training,=O
CCCc1ccccc1O,training,-O
CC(C)c1cccc(O)c1,training,-O
CC(C)=CCCC(C)=CCOC=O,training,=O
CCC(=O)c1ccc(C)cc1,training,=O
CC(=O)CCC(=O)OCC(C)C,training,-C(=O)CH3
CC(=O)CCC(=O)OCC(C)C,training,=O
C=C(CC(=O)OC)C(=O)OC,training,-C(=O)OMe
C=C(CC(=O)OC)C(=O)OC,training,-C(=O)OMe
CC(C)COC(=O)C(=O)OCC(C)C,training,=O
CC(C)COC(=O)C(=O)OCC(C)C,training,=O
CCCCCCCCCC(=O)OC,test,-C(=O)OMe
Cc1cc(C)c(O)cc1C,training,-O
Cc1cc(C)c(C)c(O)c1,training,-O
CC(C)=CCCC(C)CCO,training,-O
Cc1ccc(C(C)C)c(O)c1,training,-O
CCC(=O)OC1CC2CCC1(C)C2(C)C,training,=O
CC(=O)OC(C)(C)C1CC=C(C)CC1,training,-C(=O)CH3
CC(C)c1ccc(O)cc1,training,-O
CCCCCCCCCC(C)=O,training,-C(=O)CH3
CC(C)COC(=O)c1ccccc1,training,=O
CCCCOCCOCCO,training,-O
CC1=C(O)C(=O)C(C(C)C)CC1,test,-O
CC1=C(O)C(=O)C(C(C)C)CC1,test,=O
Cc1cc(C)c(C)c(O)c1C,training,-O
CCOC(=O)CCCC(=O)OCC,training,-OEt
CCOC(=O)CCCC(=O)OCC,training,-OEt
CCOC(=O)CCCC(=O)OCC,training,=O
CCOC(=O)CCCC(=O)OCC,training,=O
CCc1cc(C)cc(O)c1,training,-O
Cc1ccc(O)c(C(C)(C)C)c1,training,-tBu
Cc1ccc(O)c(C(C)(C)C)c1,training,-O
CCCCCCC(=O)O,training,-C(=O)O
CC(=O)OCCC(C)CCC=C(C)C,training,-C(=O)CH3
CCCCCCCCCC(C)O,training,-O
Cc1ccc(C(C)C)cc1O,training,-O
CCCCCCCCCCO,training,-O
CC(C)C(=O)OC1CC2CCC1(C)C2(C)C,training,=O
CCC(C)c1ccc(O)cc1,training,-O
CC(C)Cc1ccc(O)cc1,training,-O
Cc1cc(C)c(O)c(C(C)(C)C)c1,training,-tBu
Cc1cc(C)c(O)c(C(C)(C)C)c1,training,-O
CC(O)COCC(C)O,training,-O
CC(O)COCC(C)O,training,-O
OCCCc1ccccc1,training,-O
OCC=Cc1ccccc1,training,-O
CC(=O)OCC=C(C)CCC=C(C)C,training,-C(=O)CH3
CC(C)c1ccc(CO)cc1,training,-O
CC(=O)CCC(=O)OCCC(C)C,training,-C(=O)CH3
CC(=O)CCC(=O)OCCC(C)C,training,=O
O=CC=Cc1ccccc1,training,=O
CC(C)CCOC(=O)c1ccccc1,training,=O
OCCOc1ccccc1,training,-O
CCc1ccc(O)c(C(C)(C)C)c1,training,-tBu
CCc1ccc(O)c(C(C)(C)C)c1,training,-O
CCOC(=O)CCCCC(=O)OCC,test,-OEt
CCOC(=O)CCCCC(=O)OCC,test,-OEt
CCOC(=O)CCCCC(=O)OCC,test,=O
CCOC(=O)CCCCC(=O)OCC,test,=O
CCCOC(=O)CCC(=O)OCCC,training,=O
CCCOC(=O)CCC(=O)OCCC,training,=O
C=CCc1ccc(O)c(OC)c1,test,-OMe
C=CCc1ccc(O)c(OC)c1,test,-O
COC(=O)C=Cc1ccccc1,training,-C(=O)OMe
CCCCCCCCCCCC=O,training,=O
CCCCCOC(=O)CCC(C)=O,test,-C(=O)CH3
CCCCCOC(=O)CCC(C)=O,test,=O
CCC(C)(C)c1ccc(O)cc1,training,-O
CCOC(=O)CC(O)C(=O)OCC,training,-OEt
CCOC(=O)CC(O)C(=O)OCC,training,-OEt
CCOC(=O)CC(O)C(=O)OCC,training,-O
CCOC(=O)CC(O)C(=O)OCC,training,=O
CCOC(=O)CC(O)C(=O)OCC,training,=O
CC(=O)C=Cc1ccccc1,valid,-C(=O)CH3
C=CCc1ccc(OC)c(O)c1,training,-OMe
C=CCc1ccc(OC)c(O)c1,training,-O
Cc1cc(O)c(C(C)(C)C)cc1C,training,-tBu
Cc1cc(O)c(C(C)(C)C)cc1C,training,-O
CC(=O)OCCOc1ccccc1,training,-C(=O)CH3
C=CCc1ccc(OC)c(OC)c1,training,-OMe
C=CCc1ccc(OC)c(OC)c1,training,-OMe
CCCCCCCCCC(=O)OCCC,training,=O
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,training,-tBu
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,training,-tBu
CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,training,-O
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,-tBu
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,-tBu
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,-O
CC(C)CCOC(=O)C(=O)OCCC(C)C,training,=O
CC(C)CCOC(=O)C(=O)OCCC(C)C,training,=O
CCCCCCCCCCCC(C)=O,training,-C(=O)CH3
CC=Cc1ccc(O)c(OC)c1,training,-OMe
CC=Cc1ccc(O)c(OC)c1,training,-O
O=Cc1ccc2c(c1)OCO2,training,=O
CCCCCCCCCCCC(=O)OC,test,-C(=O)OMe
CCOC(=O)C=Cc1ccccc1,training,-OEt
CCOC(=O)C=Cc1ccccc1,training,=O
CC(C)=CCCC(C)=CCOC(=O)C(C)C,training,=O
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,-tBu
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,-tBu
CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,valid,-O
O=C(O)c1ccccc1,training,-C(=O)O
CC(=O)C1C(=O)C=C(C)OC1=O,training,-C(=O)CH3
CC(=O)C1C(=O)C=C(C)OC1=O,training,=O
CC(=O)C1C(=O)C=C(C)OC1=O,training,=O
O=C1OC(=O)c2ccccc21,training,=O
O=C1OC(=O)c2ccccc21,training,=O
CCCC(=O)OCC=C(C)CCC=C(C)C,training,=O
CCCCCCCCCCCCO,training,-O
O=C1OCc2ccccc21,test,=O
CC(C)=CCCC(C)CC(=O)O,training,-C(=O)O
CC(=O)Oc1ccccc1OC(C)=O,training,-C(=O)CH3
CC(=O)Oc1ccccc1OC(C)=O,training,-C(=O)CH3
CCCCCCCCCCCCCC=O,training,=O
C=CCc1ccc(OC(C)=O)c(OC)c1,training,-C(=O)CH3
C=CCc1ccc(OC(C)=O)c(OC)c1,training,-OMe
CCCCCCCCCCC(=O)O,training,-C(=O)O
O=C(O)CCc1ccccc1,training,-C(=O)O
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,training,-O
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,training,-O
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,training,=O
CC(C)OC(=O)C(O)C(O)C(=O)OC(C)C,training,=O
O=c1ccc2ccccc2o1,test,=O
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,-OEt
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,-OEt
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,-OEt
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,-O
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,=O
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,=O
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,training,=O
O=C(Oc1ccccc1)c1ccccc1,training,=O
CCOC(=O)c1ccccc1C(=O)OCC,training,-OEt
CCOC(=O)c1ccccc1C(=O)OCC,training,-OEt
CCOC(=O)c1ccccc1C(=O)OCC,training,=O
CCOC(=O)c1ccccc1C(=O)OCC,training,=O
OC(c1ccccc1)c1ccccc1,training,-O
C=CCCCCCCCCC(=O)O,valid,-C(=O)O
OCCOCCOCCO,training,-O
OCCOCCOCCO,training,-O
O=C(O)c1ccccc1O,training,-C(=O)O
O=C(O)c1ccccc1O,training,-O
CCCCCCCCCCCC(=O)O,training,-C(=O)O
CCCCCCCCCCCCCC(=O)O,training,-C(=O)O
CC(CCC(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,test,-tBu
CC(CCC(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,test,-tBu
CC(CCC(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,test,-tBu
