smiles,group
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
FC(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,training
C1CCCCC1,training
C1CCCCC1,training
C1CCCCC1,training
C1CCCCC1,training
C1CCCCC1,training
C1CCCCC1,training
C1CCCCC1,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1ccccc1F,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
Fc1cccc(C(F)(F)F)c1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)C(F)(F)C1CCCCC1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
FC(F)(F)c1ccccc1,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CCOC(=O)C(C)C,training
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC1CCCC1(C)C,valid
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
CC(C)C(C)C(C)C,test
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
Cc1ccccc1F,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CCCC(C)C(C)C,training
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
CC(=O)CC(C)C,valid
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1cccc(F)c1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
Cc1ccc(F)cc1,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
COC(=O)CC(C)C,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCC(C)C(C)CC,training
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCCCC(C)C,test
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCCC(C)CCC,training
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CCC(C)(CC)CC,test
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CC(=O)OCC(C)C,training
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCOCCOCC,test
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
CCCC(CC)CC,training
C1CCCCCC1,training
C1CCCCCC1,training
C1CCCCCC1,training
C1CCCCCC1,training
C1CCCCCC1,training
C1CCCCCC1,training
C1CCCCCC1,training
C1CCCCCC1,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CCCCC(C)CC,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC1(C)CCCCC1,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CC(C)OC(=O)C(C)C,training
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
CCCC(=O)OCC,valid
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
C=CCCCCCC,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CCC1(C)CCCC1,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CC(C)(C)CC(C)(C)C,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCC(C)(C)O,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCOC(=O)CC,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCCC=C(C)C,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CCCC(=O)CC,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)CCC(C)(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CC(C)C(=O)C(C)C,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CCCCCCCC,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CC(C)C1CCCC1,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCCCOC(C)=O,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CCC1CCCC1C,training
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC1CCCCC1C,valid
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CC(=O)C=C(C)C,test
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCC(C)(C)CC(C)C,training
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCC1CCCC1,test
CCCCC(C)=O,training
CCCCC(C)=O,training
CCCCC(C)=O,training
CCCCC(C)=O,training
CCCCC(C)=O,training
CCCCC(C)=O,training
CCCCC(C)=O,training
CCCCC(C)=O,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC(C)C(C)C(C)(C)C,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CC1(C)CCOCO1,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CCCOC(=O)C(C)C,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC(C)CC(C)O,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CC1CCCC(C)(C)C1,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCOC(=O)CC(C)C,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
CCc1ccccc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1ccc(C)cc1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
Cc1cccc(C)c1,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(=O)OCC(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCC(C)(C)C(C)(C)C,training
CCCC(O)CC,test
CCCC(O)CC,test
CCCC(O)CC,test
CCCC(O)CC,test
CCCC(O)CC,test
CCCC(O)CC,test
CCCC(O)CC,test
CCCC(O)CC,test
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CC(C)C(C)(C)C(C)C,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CCCCOCCCC,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
CC(C)C(=O)C(C)(C)C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
Cc1ccccc1C,training
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCCOC(=O)CCC,valid
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
CCC(CC)(CC)CC,training
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
C=Cc1ccccc1,valid
CCCCC(C)O,training
CCCCC(C)O,training
CCCCC(C)O,training
CCCCC(C)O,training
CCCCC(C)O,training
CCCCC(C)O,training
CCCCC(C)O,training
CCCCC(C)O,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
C=CCCCCCCC,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
CCC1CCCC(C)C1,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
C=CC(=O)OCCCC,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCCCCCC=O,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
CCOC(OCC)OCC,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
C1CCCCCCC1,training
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
O=C(OC1CCCCC1)C(F)(F)F,valid
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
CC(C)COC(=O)C(C)C,training
